biologicalSystem	effect	efoId	ensemblId	pmid	ref	symptom	target	uberonCode	url
gastrointestinal	activation_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased convulsions	OPRM1	UBERON_0005409	""
respiratory	activation_acute	GO_0035815	ENSG00000112038	28216264	Lynch et al. (2017)	increased urinary sodium excretion	OPRM1	UBERON_0001004	""
nervous system	activation_acute	EFO_0009872	ENSG00000112038	28216264	Lynch et al. (2017)	decreased cardiac output	OPRM1	UBERON_0001016	""
renal	activation_acute	EFO_0009874	ENSG00000112038	28216264	Lynch et al. (2017)	decreased anxiety	OPRM1	UBERON_0001008	""
gastrointestinal	activation_acute	GO_0035815	ENSG00000112038	28216264	Lynch et al. (2017)	increased urinary sodium excretion	OPRM1	UBERON_0005409	""
cardiovascular	activation_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased convulsions	OPRM1	UBERON_0004535	""
nervous system	activation_acute	HP_0000103	ENSG00000112038	28216264	Lynch et al. (2017)	increased urine excretion	OPRM1	UBERON_0001016	""
renal	activation_acute	EFO_0004874	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased memory	OPRM1	UBERON_0001008	""
nervous system	activation_acute	EFO_0004874	ENSG00000112038	28216264	Lynch et al. (2017)	increased/decreased memory	OPRM1	UBERON_0001016	""
nervous system	activation_acute	HP_0000842	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood insulin	OPRM1	UBERON_0001016	""
cardiovascular	activation_acute	GO_0060455	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric acid secretion	OPRM1	UBERON_0004535	""
pancreas	activation_acute	""	ENSG00000112038	28216264	Lynch et al. (2017)	scratching	OPRM1	UBERON_0001264	""
nervous system	activation_acute	GO_0120061	ENSG00000112038	28216264	Lynch et al. (2017)	decreased gastric emptying	OPRM1	UBERON_0001016	""
gastrointestinal	activation_acute	HP_0000842	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood insulin	OPRM1	UBERON_0005409	""
respiratory	activation_acute	""	ENSG00000112038	28216264	Lynch et al. (2017)	scratching	OPRM1	UBERON_0001004	""
cardiovascular	activation_acute	HP_0007686	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased pupil diameter	OPRM1	UBERON_0004535	""
respiratory	activation_acute	HP_0000842	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood insulin	OPRM1	UBERON_0001004	""
nervous system	activation_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased convulsions	OPRM1	UBERON_0001016	""
cardiovascular	activation_acute	EFO_0009872	ENSG00000112038	28216264	Lynch et al. (2017)	decreased cardiac output	OPRM1	UBERON_0004535	""
pancreas	activation_acute	EFO_0009839	ENSG00000112038	28216264	Lynch et al. (2017)	decreased respiratory rate	OPRM1	UBERON_0001264	""
renal	activation_acute	EFO_0009853	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased convulsions	OPRM1	UBERON_0001008	""
respiratory	activation_acute	EFO_0009872	ENSG00000112038	28216264	Lynch et al. (2017)	decreased cardiac output	OPRM1	UBERON_0001004	""
pancreas	activation_acute	HP_0004370	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased body temperature	OPRM1	UBERON_0001264	""
gastrointestinal	activation_acute	HP_0007686	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased pupil diameter	OPRM1	UBERON_0005409	""
pancreas	activation_acute	HP_0003074	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood glucose	OPRM1	UBERON_0001264	""
nervous system	activation_acute	EFO_0009868	ENSG00000112038	28216264	Lynch et al. (2017)	sedation	OPRM1	UBERON_0001016	""
renal	activation_acute	EFO_0003890	ENSG00000112038	28216264	Lynch et al. (2017)	drug abuse/dependence	OPRM1	UBERON_0001008	""
gastrointestinal	activation_acute	HP_0004370	ENSG00000112038	28216264	Lynch et al. (2017)	decreased/increased body temperature	OPRM1	UBERON_0005409	""
pancreas	activation_acute	HP_0000842	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood insulin	OPRM1	UBERON_0001264	""
cardiovascular	activation_acute	HP_0003074	ENSG00000112038	28216264	Lynch et al. (2017)	increased blood glucose	OPRM1	UBERON_0004535	""
renal	activation_acute	EFO_0009868	ENSG00000112038	28216264	Lynch et al. (2017)	sedation	OPRM1	UBERON_0001008	""
pancreas	activation_acute	GO_1904057	ENSG00000112038	28216264	Lynch et al. (2017)	decreased pain	OPRM1	UBERON_0001264	""
respiratory	activation_acute	EFO_0009874	ENSG00000112038	28216264	Lynch et al. (2017)	decreased anxiety	OPRM1	UBERON_0001004	""
nervous system	activation_general	GO_0090331	ENSG00000128271	""	HeCaToS	inhibition of platelet aggregation	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	inhibition_general	GO_1901731	ENSG00000128271	""	HeCaToS	increased platelet aggregation	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	inhibition_general	EFO_0000537	ENSG00000128271	""	HeCaToS	hypertension	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	inhibition_general	NCIT_C74532	ENSG00000128271	""	HeCaToS	nervousness (tremors, agitation)	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	inhibition_general	EFO_0009849	ENSG00000128271	""	HeCaToS	arousal	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	inhibition_general	EFO_0004698	ENSG00000128271	""	HeCaToS	insomnia	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	inhibition_general	""	ENSG00000128271	""	HeCaToS	cerebral and coronary vasodilation (in microvessels only)	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	activation_general	GO_0050728	ENSG00000128271	""	HeCaToS	antiinflammation	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	activation_general	""	ENSG00000128271	""	HeCaToS	neuroprotective effects	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	activation_general	""	ENSG00000128271	""	HeCaToS	coronary vasodilation	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	activation_general	EFO_0005251	ENSG00000128271	""	HeCaToS	decreased blood pressure	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	activation_general	GO_1900135	ENSG00000128271	""	HeCaToS	increased plasma renin activity	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
nervous system	activation_general	EFO_0009843	ENSG00000128271	""	HeCaToS	sleep induction	ADORA2A	UBERON_0001016	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	GO_0090331	ENSG00000128271	""	HeCaToS	inhibition of platelet aggregation	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	GO_1901731	ENSG00000128271	""	HeCaToS	increased platelet aggregation	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	EFO_0000537	ENSG00000128271	""	HeCaToS	hypertension	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	NCIT_C74532	ENSG00000128271	""	HeCaToS	nervousness (tremors, agitation)	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	EFO_0009849	ENSG00000128271	""	HeCaToS	arousal	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	EFO_0004698	ENSG00000128271	""	HeCaToS	insomnia	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	""	ENSG00000128271	""	HeCaToS	cerebral and coronary vasodilation (in microvessels only)	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	GO_0050728	ENSG00000128271	""	HeCaToS	antiinflammation	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	""	ENSG00000128271	""	HeCaToS	neuroprotective effects	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	""	ENSG00000128271	""	HeCaToS	coronary vasodilation	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	EFO_0005251	ENSG00000128271	""	HeCaToS	decreased blood pressure	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	GO_1900135	ENSG00000128271	""	HeCaToS	increased plasma renin activity	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	EFO_0009843	ENSG00000128271	""	HeCaToS	sleep induction	ADORA2A	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	EFO_0000275	ENSG00000053918	""	Urban et al. (2012)	atrial fibrillation	KCNQ1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	inhibition_general	MONDO_0002442	ENSG00000053918	""	Urban et al. (2012)	long QT syndrome	KCNQ1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	inhibition_general	EFO_0004238	ENSG00000053918	""	Urban et al. (2012)	hearing impairment	KCNQ1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	inhibition_general	EFO_0001063	ENSG00000053918	""	Urban et al. (2012)	deafness	KCNQ1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	inhibition_general	HP_0012719	ENSG00000053918	""	Urban et al. (2012)	gastrointestinal symptoms	KCNQ1	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
urogenital	activation_acute	HP_0000130	ENSG00000125384	28216264	Lynch et al. (2017)	decreased uterine motility	PTGER2	UBERON_0004122	""
urogenital	inhibition_acute	GO_0050727	ENSG00000125384	28216264	Lynch et al. (2017)	decreased/increased inflammation	PTGER2	UBERON_0004122	""
immune	activation_acute	GO_0050727	ENSG00000125384	28216264	Lynch et al. (2017)	increased/decreased inflammation	PTGER2	UBERON_0002405	""
immune	inhibition_acute	GO_0050727	ENSG00000125384	28216264	Lynch et al. (2017)	decreased/increased inflammation	PTGER2	UBERON_0002405	""
immune	activation_acute	HP_0000130	ENSG00000125384	28216264	Lynch et al. (2017)	decreased uterine motility	PTGER2	UBERON_0002405	""
urogenital	activation_acute	GO_0050727	ENSG00000125384	28216264	Lynch et al. (2017)	increased/decreased inflammation	PTGER2	UBERON_0004122	""
renal	activation_acute	EFO_0004269	ENSG00000163485	28216264	Lynch et al. (2017)	cardiac arrhythmia	ADORA1	UBERON_0001008	""
renal	inhibition_acute	EFO_0009853	ENSG00000163485	28216264	Lynch et al. (2017)	convulsions	ADORA1	UBERON_0001008	""
renal	inhibition_acute	HP_0000103	ENSG00000163485	28216264	Lynch et al. (2017)	increased urine excretion	ADORA1	UBERON_0001008	""
renal	inhibition_acute	GO_0035815	ENSG00000163485	28216264	Lynch et al. (2017)	increased urinary sodium excretion	ADORA1	UBERON_0001008	""
nervous system	activation_acute	EFO_0004269	ENSG00000163485	28216264	Lynch et al. (2017)	cardiac arrhythmia	ADORA1	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0009853	ENSG00000163485	28216264	Lynch et al. (2017)	convulsions	ADORA1	UBERON_0001016	""
nervous system	inhibition_acute	HP_0000103	ENSG00000163485	28216264	Lynch et al. (2017)	increased urine excretion	ADORA1	UBERON_0001016	""
nervous system	inhibition_acute	GO_0035815	ENSG00000163485	28216264	Lynch et al. (2017)	increased urinary sodium excretion	ADORA1	UBERON_0001016	""
renal	activation_acute	MONDO_0000465	ENSG00000163485	28216264	Lynch et al. (2017)	atrioventricular block	ADORA1	UBERON_0001008	""
nervous system	activation_acute	MONDO_0000465	ENSG00000163485	28216264	Lynch et al. (2017)	atrioventricular block	ADORA1	UBERON_0001016	""
renal	activation_acute	EFO_0003144	ENSG00000163485	28216264	Lynch et al. (2017)	heart failure	ADORA1	UBERON_0001008	""
renal	activation_acute	EFO_0005251	ENSG00000163485	28216264	Lynch et al. (2017)	decreased blood pressure	ADORA1	UBERON_0001008	""
renal	activation_acute	EFO_0000480	ENSG00000163485	28216264	Lynch et al. (2017)	death	ADORA1	UBERON_0001008	""
cardiovascular	activation_acute	EFO_0005251	ENSG00000163485	28216264	Lynch et al. (2017)	decreased blood pressure	ADORA1	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009853	ENSG00000163485	28216264	Lynch et al. (2017)	convulsions	ADORA1	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0000103	ENSG00000163485	28216264	Lynch et al. (2017)	increased urine excretion	ADORA1	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_0035815	ENSG00000163485	28216264	Lynch et al. (2017)	increased urinary sodium excretion	ADORA1	UBERON_0004535	""
cardiovascular	activation_acute	EFO_0003144	ENSG00000163485	28216264	Lynch et al. (2017)	heart failure	ADORA1	UBERON_0004535	""
nervous system	activation_acute	GO_1904057	ENSG00000163485	28216264	Lynch et al. (2017)	decreased pain	ADORA1	UBERON_0001016	""
nervous system	activation_acute	EFO_0000480	ENSG00000163485	28216264	Lynch et al. (2017)	death	ADORA1	UBERON_0001016	""
cardiovascular	activation_acute	EFO_0000480	ENSG00000163485	28216264	Lynch et al. (2017)	death	ADORA1	UBERON_0004535	""
nervous system	activation_acute	HP_0001662	ENSG00000163485	28216264	Lynch et al. (2017)	decreased heart rate	ADORA1	UBERON_0001016	""
cardiovascular	activation_acute	EFO_0004269	ENSG00000163485	28216264	Lynch et al. (2017)	cardiac arrhythmia	ADORA1	UBERON_0004535	""
renal	activation_acute	GO_1904057	ENSG00000163485	28216264	Lynch et al. (2017)	decreased pain	ADORA1	UBERON_0001008	""
nervous system	activation_acute	EFO_0005251	ENSG00000163485	28216264	Lynch et al. (2017)	decreased blood pressure	ADORA1	UBERON_0001016	""
nervous system	activation_acute	EFO_0003144	ENSG00000163485	28216264	Lynch et al. (2017)	heart failure	ADORA1	UBERON_0001016	""
cardiovascular	activation_acute	MONDO_0000465	ENSG00000163485	28216264	Lynch et al. (2017)	atrioventricular block	ADORA1	UBERON_0004535	""
cardiovascular	activation_acute	HP_0001662	ENSG00000163485	28216264	Lynch et al. (2017)	decreased heart rate	ADORA1	UBERON_0004535	""
cardiovascular	activation_acute	GO_1904057	ENSG00000163485	28216264	Lynch et al. (2017)	decreased pain	ADORA1	UBERON_0004535	""
renal	activation_acute	HP_0001662	ENSG00000163485	28216264	Lynch et al. (2017)	decreased heart rate	ADORA1	UBERON_0001008	""
cardiovascular system	activation_general	GO_0090331	ENSG00000128271	""	Urban et al. (2012)	inhibition of platelet aggregation	ADORA2A	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	inhibition_general	GO_1901731	ENSG00000128271	""	Urban et al. (2012)	increased platelet aggregation	ADORA2A	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	inhibition_general	EFO_0000537	ENSG00000128271	""	Urban et al. (2012)	hypertension	ADORA2A	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	inhibition_general	NCIT_C74532	ENSG00000128271	""	Urban et al. (2012)	nervousness (tremors, agitation)	ADORA2A	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	inhibition_general	EFO_0009849	ENSG00000128271	""	Urban et al. (2012)	arousal	ADORA2A	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	inhibition_general	EFO_0004698	ENSG00000128271	""	Urban et al. (2012)	insomnia	ADORA2A	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
cardiovascular system	inhibition_general	""	ENSG00000128271	""	Urban et al. (2012)	cerebral and coronary vasodilation (in microvessels only)	ADORA2A	UBERON_0004535	https://doi.org/10.1002/9781118098141.ch2
