BIOENTITY	SEMANTIC_TAG	STUDY	ANNOTATOR	ANNOTATION_DATE
41272#G643#G64.3 Endoscopic insertion of tubal prosthesis into jejunum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G65#G65 Diagnostic endoscopic examination of jejunum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G651#G65.1 Diagnostic endoscopic examination of jejunum and biopsy of lesion of jejunum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G67#G67 Other operations on jejunum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G674#G67.4 Intubation of jejunum NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G69#G69 Excision of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G693#G69.3 Ileectomy and anastomosis of ileum to ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G694#G69.4 Ileectomy and anastomosis of ileum to colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G698#G69.8 Other specified excision of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G699#G69.9 Unspecified excision of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G70#G70 Open extirpation of lesion of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G701#G70.1 Excision of Meckel's diverticulum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G71#G71 Bypass of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G72#G72 Other connection of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G725#G72.5 Anastomosis of ileum to anus and creation of pouch HFQ	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G73#G73 Attention to connection of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G734#G73.4 Resection of ileocolic anastomosis	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G74#G74 Creation of artificial opening into ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G741#G74.1 Creation of continent ileostomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G742#G74.2 Creation of temporary ileostomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G743#G74.3 Creation of defunctioning ileostomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G748#G74.8 Other specified creation of artificial opening into ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G749#G74.9 Unspecified creation of artificial opening into ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G75#G75 Attention to artificial opening into ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G751#G75.1 Refashioning of ileostomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G753#G75.3 Closure of ileostomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G758#G75.8 Other specified attention to artificial opening into ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G76#G76 Intra-abdominal manipulation of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G763#G76.3 Open relief of obstruction of ileum NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G78#G78 Other open operations on ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G784#G78.4 Closure of perforation of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G788#G78.8 Other specified other open operations on ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G80#G80 Diagnostic endoscopic examination of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G801#G80.1 Diagnostic endoscopic examination of ileum and biopsy of lesion of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G802#G80.2 Wireless capsule endoscopy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G809#G80.9 Unspecified diagnostic endoscopic examination of ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#G82#G82 Other operations on ileum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H01#H01 Emergency excision of appendix	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H011#H01.1 Emergency excision of abnormal appendix and drainage HFQ	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H012#H01.2 Emergency excision of abnormal appendix NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H013#H01.3 Emergency excision of normal appendix	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H019#H01.9 Unspecified emergency excision of appendix	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H02#H02 Other excision of appendix	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H021#H02.1 Interval appendicectomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H024#H02.4 Incidental appendicectomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H029#H02.9 Unspecified other excision of appendix	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H03#H03 Other operations on appendix	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H031#H03.1 Drainage of abscess of appendix	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H04#H04 Total excision of colon and rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H041#H04.1 Panproctocolectomy and ileostomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H042#H04.2 Panproctocolectomy and anastomosis of ileum to anus and creation of pouch HFQ	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H05#H05 Total excision of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H051#H05.1 Total colectomy and anastomosis of ileum to rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H053#H05.3 Total colectomy and ileostomy NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H06#H06 Extended excision of right hemicolon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H061#H06.1 Extended right hemicolectomy and end to end anastomosis	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H062#H06.2 Extended right hemicolectomy and anastomosis of ileum to colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H063#H06.3 Extended right hemicolectomy and anastomosis NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H07#H07 Other excision of right hemicolon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H071#H07.1 Right hemicolectomy and end to end anastomosis of ileum to colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H072#H07.2 Right hemicolectomy and side to side anastomosis of ileum to transverse colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H073#H07.3 Right hemicolectomy and anastomosis NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H074#H07.4 Right hemicolectomy and ileostomy HFQ	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H079#H07.9 Unspecified other excision of right hemicolon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H08#H08 Excision of transverse colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H09#H09 Excision of left hemicolon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H091#H09.1 Left hemicolectomy and end to end anastomosis of colon to rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H092#H09.2 Left hemicolectomy and end to end anastomosis of colon to colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H093#H09.3 Left hemicolectomy and anastomosis NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H10#H10 Excision of sigmoid colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H101#H10.1 Sigmoid colectomy and end to end anastomosis of ileum to rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H102#H10.2 Sigmoid colectomy and anastomosis of colon to rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H103#H10.3 Sigmoid colectomy and anastomosis NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H104#H10.4 Sigmoid colectomy and ileostomy HFQ	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H105#H10.5 Sigmoid colectomy and exteriorisation of bowel NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H109#H10.9 Unspecified excision of sigmoid colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H11#H11 Other excision of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H112#H11.2 Colectomy and side to side anastomosis of ileum to colon NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H113#H11.3 Colectomy and anastomosis NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H114#H11.4 Colectomy and ileostomy NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H12#H12 Extirpation of lesion of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H122#H12.2 Excision of lesion of colon NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H15#H15 Other exteriorisation of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H151#H15.1 Loop colostomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H152#H15.2 End colostomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H153#H15.3 Refashioning of colostomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H154#H15.4 Closure of colostomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H158#H15.8 Other specified other exteriorisation of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H159#H15.9 Unspecified other exteriorisation of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H19#H19 Other open operations on colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H193#H19.3 Enterorrhaphy of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H198#H19.8 Other specified other open operations on colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H20#H20 Endoscopic extirpation of lesion of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H201#H20.1 Fibreoptic endoscopic snare resection of lesion of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H202#H20.2 Fibreoptic endoscopic cauterisation of lesion of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H203#H20.3 Fibreoptic endoscopic laser destruction of lesion of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H204#H20.4 Fibreoptic endoscopic destruction of lesion of colon NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H205#H20.5 Fibreoptic endoscopic submucosal resection of lesion of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H206#H20.6 Fibreoptic endoscopic resection of lesion of colon NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H208#H20.8 Other specified endoscopic extirpation of lesion of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H209#H20.9 Unspecified endoscopic extirpation of lesion of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H21#H21 Other therapeutic endoscopic operations on colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H211#H21.1 Fibreoptic endoscopic dilation of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H218#H21.8 Other specified other therapeutic endoscopic operations on colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H22#H22 Diagnostic endoscopic examination of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H221#H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H228#H22.8 Other specified diagnostic endoscopic examination of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H229#H22.9 Unspecified diagnostic endoscopic examination of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H23#H23 Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H231#H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H232#H23.2 Endoscopic cauterisation of lesion of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H233#H23.3 Endoscopic laser destruction of lesion of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H234#H23.4 Endoscopic destruction of lesion of lower bowel using fibreoptic sigmoidoscope NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H235#H23.5 Endoscopic submucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H236#H23.6 Endoscopic resection of lesion of lower bowel using fibreoptic sigmoidoscope NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H238#H23.8 Other specified endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H239#H23.9 Unspecified endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H24#H24 Other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H241#H24.1 Endoscopic dilation of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H248#H24.8 Other specified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H25#H25 Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H251#H25.1 Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H258#H25.8 Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H259#H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H26#H26 Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H261#H26.1 Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H27#H27 Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H28#H28 Diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H281#H28.1 Diagnostic endoscopic examination of sigmoid colon and biopsy of lesion of sigmoid colon using rigid sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H288#H28.8 Other specified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H289#H28.9 Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H29#H29 Subtotal excision of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H298#H29.8 Other specified subtotal excision of colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H30#H30 Other operations on colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H302#H30.2 Intubation of colon for pressure manometry	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H303#H30.3 Passage of flatus tube to reduce volvulus of sigmoid colon	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H33#H33 Excision of rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H331#H33.1 Abdominoperineal excision of rectum and end colostomy	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H332#H33.2 Proctectomy and anastomosis of colon to anus	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H333#H33.3 Anterior resection of rectum and anastomosis of colon to rectum using staples	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H334#H33.4 Anterior resection of rectum and anastomosis NEC	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H335#H33.5 Rectosigmoidectomy and closure of rectal stump and exteriorisation of bowel	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H336#H33.6 Anterior resection of rectum and exteriorisation of bowel	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H338#H33.8 Other specified excision of rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H339#H33.9 Unspecified excision of rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H34#H34 Open extirpation of lesion of rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H341#H34.1 Open excision of lesion of rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H35#H35 Fixation of rectum for prolapse	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H351#H35.1 Anterior fixation of rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H352#H35.2 Posterior fixation of rectum using prosthetic material	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H358#H35.8 Other specified fixation of rectum for prolapse	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H36#H36 Other abdominal operations for prolapse of rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H361#H36.1 Abdominal repair of levator ani muscles	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H368#H36.8 Other specified other abdominal operations for prolapse of rectum	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
41272#H40#H40 Operations on rectum through anal sphincter	EFO_0002571	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
